ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,sku_id,weekly,weekly_lower,weekly_upper
2025-04-12,-36.0000272256,-36.00002800035682,-36.0000264572962,-36.00002800035682,-36.0000264572962,0.0,0.0,0.0,0.0,0.0,0.0,-36.0000272256,P092,,,
2025-04-13,-39.2500289272,-39.250029777358804,-39.25002804598008,-39.250029777358804,-39.25002804598008,0.0,0.0,0.0,0.0,0.0,0.0,-39.2500289272,P092,,,
2025-04-14,-42.5000306288,-42.50003157963965,-42.50002963994407,-42.50003157963965,-42.50002963994407,0.0,0.0,0.0,0.0,0.0,0.0,-42.5000306288,P092,,,
2025-04-15,-45.7500323304,-45.75003338019736,-45.750031191776486,-45.75003338019736,-45.750031191776486,0.0,0.0,0.0,0.0,0.0,0.0,-45.7500323304,P092,,,
2025-04-16,-49.000034032,-49.0000351807073,-49.000032784008745,-49.0000351807073,-49.000032784008745,0.0,0.0,0.0,0.0,0.0,0.0,-49.000034032,P092,,,
2025-04-17,-52.2500357336,-52.250036980632856,-52.25003436437993,-52.250036980632856,-52.25003436437993,0.0,0.0,0.0,0.0,0.0,0.0,-52.2500357336,P092,,,
2025-04-18,-55.5000374352,-55.500038813024375,-55.50003593010223,-55.500038813024375,-55.50003593010223,0.0,0.0,0.0,0.0,0.0,0.0,-55.5000374352,P092,,,
2025-04-19,-58.7500391368,-58.75004063445875,-58.75003751356004,-58.75004063445875,-58.75003751356004,0.0,0.0,0.0,0.0,0.0,0.0,-58.7500391368,P092,,,
2025-04-20,-62.0000408384,-62.00004248001188,-62.00003909462363,-62.00004248001188,-62.00003909462363,0.0,0.0,0.0,0.0,0.0,0.0,-62.0000408384,P092,,,
2025-04-21,-65.25004254,-65.25004430608188,-65.25004063366211,-65.25004430608188,-65.25004063366211,0.0,0.0,0.0,0.0,0.0,0.0,-65.25004254,P092,,,
2025-04-22,-68.5000442416,-68.50004611981136,-68.50004223892206,-68.50004611981136,-68.50004223892206,0.0,0.0,0.0,0.0,0.0,0.0,-68.5000442416,P092,,,
2025-04-23,-71.7500459432,-71.75004791521255,-71.75004379745921,-71.75004791521255,-71.75004379745921,0.0,0.0,0.0,0.0,0.0,0.0,-71.7500459432,P092,,,
2025-04-24,-75.0000476448,-75.00004977634653,-75.0000453794629,-75.00004977634653,-75.0000453794629,0.0,0.0,0.0,0.0,0.0,0.0,-75.0000476448,P092,,,
2025-04-25,-78.2500493464,-78.2500516588707,-78.25004695913249,-78.2500516588707,-78.25004695913249,0.0,0.0,0.0,0.0,0.0,0.0,-78.2500493464,P092,,,
2025-04-26,-81.500051048,-81.50005353001494,-81.5000485046231,-81.50005353001494,-81.5000485046231,0.0,0.0,0.0,0.0,0.0,0.0,-81.500051048,P092,,,
2025-04-27,-84.7500527496,-84.75005541407032,-84.75005006061717,-84.75005541407032,-84.75005006061717,0.0,0.0,0.0,0.0,0.0,0.0,-84.7500527496,P092,,,
2025-04-28,-88.0000544512,-88.00005725990526,-88.00005158675884,-88.00005725990526,-88.00005158675884,0.0,0.0,0.0,0.0,0.0,0.0,-88.0000544512,P092,,,
2025-04-29,-91.2500561528,-91.2500591398179,-91.25005309951774,-91.2500591398179,-91.25005309951774,0.0,0.0,0.0,0.0,0.0,0.0,-91.2500561528,P092,,,
2025-04-30,-94.5000578544,-94.50006096984447,-94.50005465132072,-94.50006096984447,-94.50005465132072,0.0,0.0,0.0,0.0,0.0,0.0,-94.5000578544,P092,,,
2025-01-30,7.201319999999999,5.92643016693845,8.398069022159293,7.201319999999999,7.201319999999999,0.0,0.0,0.0,0.0,0.0,0.0,7.201319999999999,P044,,,
2025-03-16,3.7425499999999996,2.4709507131608572,4.974911707000344,3.7425499999999996,3.7425499999999996,0.0,0.0,0.0,0.0,0.0,0.0,3.7425499999999996,P044,,,
2025-03-25,3.0507960123642164,1.848934162234771,4.181916108362819,3.0507960123642164,3.0507960123642164,0.0,0.0,0.0,0.0,0.0,0.0,3.0507960123642164,P044,,,
2025-03-26,2.9739344581824625,1.8173129416307698,4.191044550952033,2.9739344581824625,2.9739344581824625,0.0,0.0,0.0,0.0,0.0,0.0,2.9739344581824625,P044,,,
2025-03-27,2.897072904000709,1.7815965846132882,4.172760477508146,2.897072904000709,2.897072904000709,0.0,0.0,0.0,0.0,0.0,0.0,2.897072904000709,P044,,,
2025-03-28,2.820211349818955,1.6111980933193615,4.074644602562669,2.820211349818955,2.820211349818955,0.0,0.0,0.0,0.0,0.0,0.0,2.820211349818955,P044,,,
2025-03-29,2.7433497956372013,1.5114187319376897,3.93250978570163,2.7433497956372013,2.7433497956372013,0.0,0.0,0.0,0.0,0.0,0.0,2.7433497956372013,P044,,,
2025-03-30,2.6664882414554483,1.5086736700835695,3.943152929236014,2.6664882414554483,2.6664882414554483,0.0,0.0,0.0,0.0,0.0,0.0,2.6664882414554483,P044,,,
2025-03-31,2.589626687273694,1.3145196007648083,3.8170502950460667,2.589626687273694,2.589626687273694,0.0,0.0,0.0,0.0,0.0,0.0,2.589626687273694,P044,,,
2025-04-01,2.512765133091941,1.281026957949309,3.6923489387636805,2.512765133091941,2.512765133091941,0.0,0.0,0.0,0.0,0.0,0.0,2.512765133091941,P044,,,
2025-04-02,2.435903578910187,1.2278633126549436,3.684325645508892,2.435903578910187,2.435903578910187,0.0,0.0,0.0,0.0,0.0,0.0,2.435903578910187,P044,,,
2025-04-03,2.3590420247284323,1.091580874504275,3.4891201857301826,2.3590420247284323,2.3590420247284323,0.0,0.0,0.0,0.0,0.0,0.0,2.3590420247284323,P044,,,
